Event	ID	Name			Wwise Object Path	Notes
	173644637	MC_Land_Rock			\Default Work Unit\WU_Gameplay\MC_Land\MC_Land_Rock	
	605838133	Play_SFX_Pedestral_Idle			\Default Work Unit\WU_Gameplay\MC_Weapon\Play_SFX_Pedestral_Idle	
	658374511	Play_MC_Combo01Hit			\Default Work Unit\WU_Gameplay\MC_Weapon\Play_MC_Combo01Hit	
	748388956	MC_Respawn			\Default Work Unit\WU_Gameplay\MC_Feedback\MC_Respawn	
	814064760	Play_MC_Combo04Hit			\Default Work Unit\WU_Gameplay\MC_Weapon\Play_MC_Combo04Hit	
	1233953106	MC_Foosteps_Grass			\Default Work Unit\WU_Gameplay\MC_Footstep\MC_Foosteps_Grass	
	1935096834	Play_MC_Combo02Hit			\Default Work Unit\WU_Gameplay\MC_Weapon\Play_MC_Combo02Hit	
	1983402694	MC_Land_Puddle			\Default Work Unit\WU_Gameplay\MC_Land\MC_Land_Puddle	
	2259949926	Play_Footstep_Ground			\Default Work Unit\WU_Gameplay\MC_Footstep\Play_Footstep_Ground	
	2896940196	MC_Land_Grass			\Default Work Unit\WU_Gameplay\MC_Land\MC_Land_Grass	
	3349748359	MC_Hit			\Default Work Unit\WU_Gameplay\MC_Feedback\MC_Hit	
	3389321894	MC_Death			\Default Work Unit\WU_Gameplay\MC_Feedback\MC_Death	
	3561745923	Stop_SFX_Pedestral_Idle			\Default Work Unit\WU_Gameplay\MC_Weapon\Stop_SFX_Pedestral_Idle	
	3797607032	MC_Foosteps_Puddle			\Default Work Unit\WU_Gameplay\MC_Footstep\MC_Foosteps_Puddle	
	3873886149	Play_MC_Combo03Hit			\Default Work Unit\WU_Gameplay\MC_Weapon\Play_MC_Combo03Hit	
	3881392346	MC_Jump_01			\Default Work Unit\WU_Gameplay\MC_Jump_01	
	3890330639	MC_Foosteps_Rock			\Default Work Unit\WU_Gameplay\MC_Footstep\MC_Foosteps_Rock	

Switch Group	ID	Name			Wwise Object Path	Notes
	2035773924	SW_Materials			\Default Work Unit\SW_Materials	

Switch	ID	Name	Switch Group			Notes
	560778177	SW_Rock	SW_Materials			
	582122640	SW_Grass	SW_Materials			
	4273761226	SW_Puddle	SW_Materials			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	1307956	SFX_MC_Combo03Hit_04	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\MC_Combo03Hit\SFX_MC_Combo03Hit_04_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Weapon\MC_Combo03Hit\SFX_MC_Combo03Hit_04		220832
	11536569	SFX_MC_Foosteps_Grass_03	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Foosteps_Grass_03_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Footstep\MC_Foosteps_Grass\SFX_MC_Foosteps_Grass_03		96096
	16249450	SFX_MC_Land_Grass_04	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Land_Grass\SFX_MC_Land_Grass_04_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Land\MC_Land_Grass\SFX_MC_Land_Grass_04		120096
	21925048	SFX_MC_Land_Rock_03	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Land_Rock\SFX_MC_Land_Rock_03_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Land\MC_Land_Rock\SFX_MC_Land_Rock_03		96096
	30206952	SFX_MC_Foley_10	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Foley\SFX_MC_Foley_10_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Foley\SFX_MC_Foley\SFX_MC_Foley_10		72096
	41680137	SFX_MC_Foosteps_Puddle_03	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Foosteps_Puddle_03_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Footstep\MC_Foosteps_Puddle\SFX_MC_Foosteps_Puddle_03		144096
	56405457	SFX_Hit_01	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\MC_Feedback\SFX_Hit\SFX_Hit_01_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\SFX_Hit\SFX_Hit_01		125152
	56951175	SFX_MC_Combo04Hit_Vox_02	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\MC_Vox\MC_Combo04Hit_Vox\MC_Combo04Hit_Vox_02_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Vox\MC_Combo04Hit_Vox\SFX_MC_Combo04Hit_Vox_02		105744
	57160597	SFX_Death	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\MC_Feedback\SFX_Death_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Feedback\SFX_Death		596092
	70573892	SFX_MC_Jump_06	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Jump\SFX_MC_Jump_06_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Jump\SFX_MC_Jump\SFX_MC_Jump_06		96096
	73796053	SFX_MC_Land_Rock_05	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Land_Rock\SFX_MC_Land_Rock_05_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Land\MC_Land_Rock\SFX_MC_Land_Rock_05		96096
	77987907	SFX_MC_Combo01Hit_Vox_03	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\MC_Vox\MC_Combo01Hit_Vox\MC_Combo01Hit_Vox_03_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Vox\MC_Combo01Hit_Vox\SFX_MC_Combo01Hit_Vox_03		57028
	83627431	SFX_MC_Foosteps_Rock_01	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Foosteps_Rock_01_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Footstep\MC_Foosteps_Rock\SFX_MC_Foosteps_Rock_01		96096
	109437578	SFX_MC_Combo01Hit_Vox_02	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\MC_Vox\MC_Combo01Hit_Vox\MC_Combo01Hit_Vox_02_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Vox\MC_Combo01Hit_Vox\SFX_MC_Combo01Hit_Vox_02		67920
	124628122	SFX_MC_Foosteps_Grass_02	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Foosteps_Grass_02_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Footstep\MC_Foosteps_Grass\SFX_MC_Foosteps_Grass_02		53976
	130593510	SFX_MC_Foosteps_Grass_01	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\SFX_MC_Foosteps_Grass_01_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Footstep\MC_Foosteps_Grass\SFX_MC_Foosteps_Grass_01		72096
	148175301	SFX_MC_Combo01Hit_01	E:\Audio workshop exo\unity\Tp_07_AdventureGame_Axel-Th-o\Tp_07_AdventureGame_Axel-Th-o_WwiseProject\.cache\Mac\SFX\MC_Combo01Hit\SFX_MC_Combo01Hit_01_10C4C929.wem		\Actor-Mixer Hierarchy\Gameplay\MC_Ellen\MC_Weapon\MC_Combo01Hit\SFX_MC_Combo01Hit_01		163868
